case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_600,600,400,600,375,15,7.952100,0.098600,2.443700,true,6,32,12,120
world2_normal_600,600,400,600,375,16,6.780700,0.124900,2.223100,true,6,32,12,120
world2_normal_600,600,400,600,375,17,6.753000,0.079900,2.604100,true,6,32,12,120
world2_normal_600,600,400,600,375,18,6.676300,0.081100,2.177300,true,6,32,12,120
world2_normal_600,600,400,600,375,19,6.667000,0.087900,2.450600,true,6,32,12,120
world2_normal_600,600,400,600,375,20,6.619600,0.091400,2.402600,true,6,32,12,120
world2_normal_600,600,400,600,375,21,6.707000,0.103500,2.440400,true,6,32,12,120
world2_normal_600,600,400,600,375,22,6.660300,0.081400,2.202300,true,6,32,12,120
world2_normal_600,600,400,600,375,23,6.892900,0.103500,2.321600,true,6,32,12,120
world2_normal_600,600,400,600,375,24,6.659900,0.106300,2.475300,true,6,32,12,120
world2_normal_600,600,400,600,375,25,6.640400,0.096700,2.425600,true,6,32,12,120
world2_normal_600,600,400,600,375,26,6.682300,0.084600,2.229000,true,6,32,12,120
world2_normal_600,600,400,600,375,27,6.652800,0.100900,2.401400,true,6,32,12,120
world2_normal_600,600,400,600,375,28,7.000200,0.083000,2.421100,true,6,32,12,120
world2_normal_600,600,400,600,375,29,6.964800,0.114200,2.418600,true,6,32,12,120
world2_normal_600,600,400,600,375,30,7.667600,0.082800,2.326900,true,6,32,12,120
world2_normal_600,600,400,600,375,31,7.050500,0.099400,2.248400,true,6,32,12,120
world2_normal_600,600,400,600,375,32,6.897100,0.074400,2.233000,true,6,32,12,120
world2_normal_600,600,400,600,375,33,7.083100,0.085200,2.481000,true,6,32,12,120
world2_normal_600,600,400,600,375,34,6.654600,0.110400,2.851400,true,6,32,12,120
world2_normal_600,600,400,600,375,35,6.889400,0.106700,2.438100,true,6,32,13,120
world2_normal_600,600,400,600,375,36,6.831100,0.129200,2.801800,true,6,32,12,120
world2_normal_600,600,400,600,375,37,7.150100,0.085900,2.527700,true,6,32,12,120
world2_normal_600,600,400,600,375,38,8.080600,0.086700,2.390400,true,6,32,12,120
world2_normal_600,600,400,600,375,39,6.987500,0.095400,2.235800,true,6,32,13,120
world2_normal_600,600,400,600,375,40,6.713100,0.089600,2.557000,true,6,32,12,120
world2_normal_600,600,400,600,375,41,6.722100,0.084700,2.235600,true,6,32,12,120
world2_normal_600,600,400,600,375,42,6.614100,0.079200,2.491900,true,6,32,12,120
world2_normal_600,600,400,600,375,43,6.656700,0.100000,2.225800,true,6,32,12,120
world2_normal_600,600,400,600,375,44,7.715300,0.099400,2.371100,true,6,32,12,120
world2_normal_600,600,400,600,375,45,8.167000,0.098500,2.416900,true,6,32,12,120
world2_normal_600,600,400,600,375,46,7.207200,0.091300,2.211800,true,6,32,12,120
world2_normal_600,600,400,600,375,47,6.947600,0.111300,2.399900,true,6,32,12,120
world2_normal_600,600,400,600,375,48,6.615000,0.088700,2.210000,true,6,32,12,120
world2_normal_600,600,400,600,375,49,6.935500,0.096300,2.495500,true,6,32,12,120
world2_normal_600,600,400,600,375,50,6.791200,0.109900,2.442200,true,6,32,12,120
world2_normal_600,600,400,600,375,51,7.342800,0.094800,2.279300,true,6,32,12,120
world2_normal_600,600,400,600,375,52,6.724000,0.087100,2.388200,true,6,32,12,120
world2_normal_600,600,400,600,375,53,6.765300,0.091200,2.276500,true,6,32,12,120
world2_normal_600,600,400,600,375,54,7.293100,0.087900,2.428200,true,6,32,12,120
world2_normal_600,600,400,600,375,55,6.598400,0.116700,2.492200,true,6,32,12,120
world2_normal_600,600,400,600,375,56,6.717200,0.124800,2.498500,true,6,32,12,120
world2_normal_600,600,400,600,375,57,6.832400,0.148700,2.418300,true,6,32,12,120
world2_normal_600,600,400,600,375,58,7.056300,0.112000,2.529700,true,6,32,12,120
world2_normal_600,600,400,600,375,59,7.940300,0.077200,2.268900,true,6,32,12,120
world2_normal_600,600,400,600,375,60,8.951800,0.066900,2.441100,true,6,32,12,120
world2_normal_600,600,400,600,375,61,6.719700,0.089300,2.879300,true,6,32,12,120
world2_normal_600,600,400,600,375,62,6.669100,0.087100,2.507900,true,6,32,12,120
world2_normal_600,600,400,600,375,63,6.985800,0.077100,2.333900,true,6,32,12,120
world2_normal_600,600,400,600,375,64,6.693800,0.071400,2.375400,true,6,32,12,120
world2_normal_600,600,400,600,375,65,6.991300,0.079600,2.293500,true,6,32,12,120
world2_normal_600,600,400,600,375,66,6.500400,0.069900,3.232400,true,6,32,12,120
world2_normal_600,600,400,600,375,67,6.872200,0.071900,2.195600,true,6,32,13,120
world2_normal_600,600,400,600,375,68,6.659600,0.082500,2.437200,true,6,32,12,120
world2_normal_600,600,400,600,375,69,6.511400,0.071900,2.184100,true,6,32,12,120
world2_normal_600,600,400,600,375,70,6.711100,0.102400,2.526600,true,6,32,12,120
world2_normal_600,600,400,600,375,71,6.775500,0.066700,2.299300,true,6,32,12,120
world2_normal_600,600,400,600,375,72,7.042300,0.092700,2.432600,true,6,32,12,120
world2_normal_600,600,400,600,375,73,6.571700,0.064900,2.396100,true,6,32,12,120
world2_normal_600,600,400,600,375,74,6.658800,0.081500,2.233000,true,6,32,12,120
world2_normal_600,600,400,600,375,75,6.686700,0.077300,2.333400,true,6,32,12,120
world2_normal_600,600,400,600,375,76,6.736200,0.081600,2.328600,true,6,32,12,120
world2_normal_600,600,400,600,375,77,6.747600,0.069800,2.489500,true,6,32,12,120
world2_normal_600,600,400,600,375,78,6.646800,0.073400,2.265400,true,6,32,12,120
world2_normal_600,600,400,600,375,79,7.076200,0.076900,2.338800,true,6,32,12,120
world2_normal_600,600,400,600,375,80,6.503400,0.074800,2.342400,true,6,32,12,120
world2_normal_600,600,400,600,375,81,6.835900,0.070400,2.509900,true,6,32,12,120
world2_normal_600,600,400,600,375,82,6.697700,0.071600,2.414600,true,6,32,12,120
world2_normal_600,600,400,600,375,83,6.595800,0.072700,2.391200,true,6,32,12,120
world2_normal_600,600,400,600,375,84,7.346700,0.093300,2.470500,true,6,32,12,120
world2_normal_600,600,400,600,375,85,6.622100,0.087600,2.623700,true,6,32,12,120
world2_normal_600,600,400,600,375,86,6.652100,0.088600,2.496000,true,6,32,12,120
world2_normal_600,600,400,600,375,87,6.899000,0.081200,2.416500,true,6,32,12,120
world2_normal_600,600,400,600,375,88,7.013500,0.069500,2.702200,true,6,32,12,120
world2_normal_600,600,400,600,375,89,6.420100,0.066500,2.174800,true,6,32,12,120
world2_normal_600,600,400,600,375,90,6.561800,0.071400,2.690500,true,6,32,12,120
world2_normal_600,600,400,600,375,91,7.855000,0.069600,2.313900,true,6,32,12,120
world2_normal_600,600,400,600,375,92,6.778700,0.086700,2.321400,true,6,32,12,120
world2_normal_600,600,400,600,375,93,6.863800,0.066800,2.237400,true,6,32,12,120
world2_normal_600,600,400,600,375,94,6.673800,0.087700,2.412100,true,6,32,12,120
world2_normal_600,600,400,600,375,95,6.608000,0.072200,2.392300,true,6,32,12,120
world2_normal_600,600,400,600,375,96,6.451800,0.075800,2.416800,true,6,32,12,120
world2_normal_600,600,400,600,375,97,6.911800,0.072600,2.581900,true,6,32,12,120
world2_normal_600,600,400,600,375,98,6.564700,0.082400,2.300800,true,6,32,12,120
world2_normal_600,600,400,600,375,99,6.715800,0.069800,2.449800,true,6,32,12,120
world2_normal_600,600,400,600,375,100,6.904900,0.074400,2.195300,true,6,32,12,120
world2_normal_600,600,400,600,375,101,7.751700,0.068900,2.333600,true,6,32,12,120
world2_normal_600,600,400,600,375,102,7.104100,0.072700,2.674500,true,6,32,12,120
world2_normal_600,600,400,600,375,103,6.734500,0.081500,2.333100,true,6,32,12,120
world2_normal_600,600,400,600,375,104,7.078700,0.070800,2.387800,true,6,32,12,120
world2_normal_600,600,400,600,375,105,6.489100,0.084800,2.244600,true,6,32,12,120
world2_normal_600,600,400,600,375,106,6.298500,0.070800,2.274600,true,6,32,12,120
world2_normal_600,600,400,600,375,107,6.716000,0.088600,2.476900,true,6,32,12,120
