profile,chapter,seed,result,steps,bossHp,bossMaxHp,bossStage,playerHp,lives,bombs,kills,partBreaks,damageEvents,longestDamageStall,reason
base,4,2026091453,BOSS_DEFEATED,2945,0,4900,3,10,3,2,0,1,5,401,aim:core
