profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
base,4,2026091403,REACHED_BOSS,11269,10224.2,10224.2,100,2,0,37,2,4,0,SLAG_SPITTER
