profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
developed,5,2026091404,REACHED_BOSS,4802,10240.5,10240.5,25,3,0,41,3,10,0,route
