profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
base,3,2026091402,REACHED_BOSS,5821,10225.2,10225.2,86,2,0,44,3,1,0,route
