tick,x,y,hp,lives,bombs,state,battle,wave,alive,kills,brokenProps,target,reason,worldTick,keyLeft,keyRight,hitstop,ctxHitstop,camera,sessionState
2298,4865.0,395.0,85,3,2,RUNNING,true,1,1,15,2,SLAG_SPITTER,engage:SLAG_SPITTER,2248,false,false,4,0,4199.999999999997,RUNNING
2303,4865.0,395.0,85,3,2,RUNNING,true,1,0,16,2,SLAG_SPITTER,engage:SLAG_SPITTER,2249,false,false,4,0,4199.999999999997,RUNNING
2400,5080.0,199.8,85,3,2,RUNNING,true,2,2,16,2,INTERRUPT,engage:INTERRUPT,2342,false,false,0,0,4199.999999999997,RUNNING
2411,5080.0,287.8,85,3,2,RUNNING,true,2,1,17,2,INTERRUPT,engage:INTERRUPT,2353,false,false,4,0,4199.999999999997,RUNNING
2520,4835.0,247.4,85,3,2,RUNNING,true,2,1,17,2,INTERRUPT,engage:INTERRUPT,2458,true,false,0,0,4199.999999999997,RUNNING
2559,4640.0,270.8,85,3,2,RUNNING,true,2,0,18,2,INTERRUPT,double-jump,2497,true,false,4,0,4199.999999999997,RUNNING
2640,4985.0,450.0,85,3,2,RUNNING,true,3,2,18,2,DRILLER,engage:DRILLER,2574,false,false,0,0,4199.999999999997,RUNNING
2662,4985.0,450.0,85,3,2,UPGRADE_SELECTION,true,3,0,20,2,DRILLER,engage:DRILLER,2596,false,false,4,0,4199.999999999997,UPGRADE_SELECTION
2663,4985.0,450.0,85,3,2,RUNNING,true,3,0,20,2,DRILLER,upgrade:SHIELD_REBOOT,2596,false,false,3,0,4199.999999999997,RUNNING
2664,4985.0,450.0,85,3,2,RUNNING,true,3,0,20,2,route,advance,2596,false,true,2,0,4199.999999999997,RUNNING
2760,5130.0,204.8,85,3,2,RUNNING,false,0,1,20,2,DRILLER,engage:DRILLER,2690,false,false,0,0,4841.883389383624,RUNNING
2858,5130.0,450.0,85,3,2,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2788,false,false,0,0,4841.999999985878,RUNNING
2880,5130.0,316.0,85,3,2,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2810,false,false,0,0,4841.999999999602,RUNNING
3000,5130.0,311.6,85,3,2,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2930,false,false,0,0,4841.9999999999945,RUNNING
3025,5130.0,335.6,85,3,1,RUNNING,false,0,0,21,3,DRILLER,emergency-bomb,2955,false,false,0,0,4841.9999999999945,RUNNING
3120,5600.0,276.4,85,3,1,RUNNING,false,0,1,21,3,INTERRUPT,engage:INTERRUPT,3050,false,false,0,0,5287.916672252595,RUNNING
3232,5652.3,318.6,85,3,1,RUNNING,false,0,1,22,3,INTERRUPT,engage:INTERRUPT,3162,false,false,4,0,5364.5555326668,RUNNING
3240,5672.3,315.8,85,3,1,RUNNING,false,0,1,22,3,SLAG_SPITTER,engage:SLAG_SPITTER,3166,false,true,0,0,5370.914133086648,RUNNING
