tick,x,y,hp,lives,bombs,state,battle,wave,alive,kills,brokenProps,target,reason,worldTick,keyLeft,keyRight,hitstop,ctxHitstop,camera,sessionState
2097,5130.0,183.8,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2019,false,false,0,0,4841.999998663208,RUNNING
2160,5130.0,212.4,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2082,false,false,0,0,4841.999999999949,RUNNING
2280,5135.0,437.6,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2202,false,false,0,0,4846.999988715452,RUNNING
2400,5135.0,182.4,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2322,false,false,0,0,4846.9999999999945,RUNNING
2520,5135.0,335.6,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2442,false,false,0,0,4846.9999999999945,RUNNING
2640,5135.0,238.8,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2562,false,false,0,0,4846.9999999999945,RUNNING
2760,5135.0,280.4,100,3,3,RUNNING,false,0,1,20,3,DRILLER,engage:DRILLER,2682,false,false,0,0,4846.9999999999945,RUNNING
2802,5135.0,351.8,100,3,2,RUNNING,false,0,0,21,3,DRILLER,emergency-bomb,2724,false,false,0,0,4846.9999999999945,RUNNING
2880,5525.0,191.6,100,3,2,RUNNING,false,0,1,21,3,INTERRUPT,engage:INTERRUPT,2802,false,true,0,0,5208.6667551729015,RUNNING
2938,5780.2,291.6,100,3,2,RUNNING,false,0,1,22,3,INTERRUPT,engage:INTERRUPT,2860,false,false,4,0,5474.815595741774,RUNNING
3000,6110.2,344.6,100,3,2,RUNNING,false,0,2,22,3,SLAG_SPITTER,engage:SLAG_SPITTER,2918,false,true,0,0,5789.859418532973,RUNNING
3120,6200.2,275.6,100,3,2,RUNNING,false,0,3,22,3,SLAG_SPITTER,engage:SLAG_SPITTER,3038,false,false,0,0,5912.249985775467,RUNNING
3181,6200.2,389.6,100,3,2,RUNNING,false,0,2,23,3,SLAG_SPITTER,engage:SLAG_SPITTER,3099,false,false,4,0,5912.249999999294,RUNNING
3210,6200.2,221.8,100,3,2,RUNNING,false,0,1,24,3,SLAG_SPITTER,engage:SLAG_SPITTER,3124,false,false,4,0,5912.249999999985,RUNNING
3240,6310.2,156.8,100,3,2,RUNNING,false,0,1,24,3,DRILLER,engage:DRILLER,3150,false,false,0,0,6007.874003503938,RUNNING
3360,6310.2,317.0,100,3,2,RUNNING,false,0,1,24,3,DRILLER,engage:DRILLER,3270,false,false,0,0,6022.249999951256,RUNNING
3480,6315.2,299.4,100,3,2,RUNNING,false,0,1,24,3,DRILLER,double-jump,3390,false,false,0,0,6027.249890195761,RUNNING
3600,6315.2,225.8,100,3,2,RUNNING,false,0,1,24,3,DRILLER,engage:DRILLER,3510,false,false,0,0,6027.249999999995,RUNNING
3655,6315.2,353.0,100,3,2,RUNNING,false,0,0,25,3,DRILLER,engage:DRILLER,3565,false,false,4,0,6027.249999999995,RUNNING
3720,6620.2,251.6,100,3,2,RUNNING,true,1,2,25,3,INTERRUPT,engage:INTERRUPT,3626,false,true,0,0,6303.918069002846,RUNNING
3757,6805.2,249.4,100,3,2,RUNNING,true,1,1,26,3,INTERRUPT,engage:INTERRUPT,3663,false,true,4,0,6349.876189058221,RUNNING
3764,6820.2,246.4,100,3,2,RUNNING,true,1,0,27,3,INTERRUPT,engage:INTERRUPT,3666,false,true,4,0,6349.92396460538,RUNNING
3840,7055.2,450.0,100,3,2,RUNNING,true,2,2,27,3,DRILLER,engage:DRILLER,3738,false,false,0,0,6349.999999370236,RUNNING
3867,7055.2,450.0,100,3,2,RUNNING,true,2,1,28,3,DRILLER,engage:DRILLER,3765,false,false,4,0,6349.999999992175,RUNNING
3925,6785.2,450.0,88,3,2,RUNNING,true,2,1,28,3,DRILLER,damage:engage:DRILLER,3819,true,false,0,0,6349.999999999997,RUNNING
3960,6660.2,206.6,88,3,2,RUNNING,true,2,1,28,3,DRILLER,engage:DRILLER,3854,false,false,0,0,6349.999999999997,RUNNING
4016,6660.2,331.0,88,3,2,RUNNING,true,2,0,29,3,DRILLER,engage:DRILLER,3910,false,false,4,0,6349.999999999997,RUNNING
4080,6960.2,450.0,88,3,2,RUNNING,true,3,2,29,3,SLAG_SPITTER,engage:SLAG_SPITTER,3970,false,true,0,0,6349.999999999997,RUNNING
4118,7105.2,450.0,88,3,2,RUNNING,true,3,1,30,3,SLAG_SPITTER,engage:SLAG_SPITTER,4008,false,false,4,0,6349.999999999997,RUNNING
4123,7110.2,450.0,88,3,2,RUNNING,true,3,0,31,3,SLAG_SPITTER,engage:SLAG_SPITTER,4009,false,true,4,0,6349.999999999997,RUNNING
4200,7280.0,450.0,88,3,2,RUNNING,false,0,1,31,3,SLAG_SPITTER,engage:SLAG_SPITTER,4082,false,false,0,0,6988.460510315752,RUNNING
4229,7280.0,450.0,88,3,2,RUNNING,false,0,0,32,3,SLAG_SPITTER,engage:SLAG_SPITTER,4111,false,false,4,0,6991.968224711917,RUNNING
4299,7610.0,450.0,88,3,2,BOSS_WARNING,false,0,0,32,3,DRILLER,engage:DRILLER,4177,false,true,0,0,7288.66739787396,BOSS_WARNING
4320,7715.0,450.0,88,3,2,BOSS_WARNING,false,0,0,32,3,DRILLER,engage:DRILLER,4198,false,true,0,0,7288.66739787396,BOSS_WARNING
4440,7928.7,450.0,88,3,2,BOSS_WARNING,false,0,0,32,3,DRILLER,engage:DRILLER,4318,false,true,0,0,7288.66739787396,BOSS_WARNING
4487,7928.7,450.0,88,3,2,BOSS_FIGHT,false,0,0,32,3,DRILLER,END:REACHED_BOSS,4364,false,true,0,0,7288.66739787396,BOSS_FIGHT
