tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
7837,BOSS_FIGHT,7767.0,450.0,0.0,65,2,1,7917.0,260.0,1678,2,HATCH,95,0,0,0,0,left-organ:200:7917:383:64:87|right-organ:400:8123:383:64:87|core:1678:8005:304:94:128,left-organ,aim:left-organ
7920,BOSS_FIGHT,7767.0,450.0,0.0,65,2,1,7917.0,260.0,1643,2,HATCH,17,0,0,0,0,left-organ:75:7917:383:64:87|right-organ:400:8123:383:64:87|core:1643:8005:304:94:128,left-organ,aim:left-organ
7938,BOSS_FIGHT,7772.0,450.0,0.0,65,2,1,7917.0,260.0,1636,2,READY,0,0,0,2,0,left-organ:50:7917:383:64:87|right-organ:400:8123:383:64:87|core:1636:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8008,BOSS_FIGHT,7777.0,450.0,0.0,65,2,1,7917.0,260.0,1622,2,RIGHT_TENDRIL,82,0,0,2,0,left-organ:0:7917:383:64:87|right-organ:400:8123:383:64:87|core:1622:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8040,BOSS_FIGHT,7717.0,450.0,0.0,65,2,1,7917.0,260.0,1622,2,RIGHT_TENDRIL,54,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:400:8123:383:64:87|core:1622:8005:304:94:128,right-organ,aim:right-organ
8114,BOSS_FIGHT,7627.0,450.0,0.0,65,2,1,7917.0,260.0,1608,2,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:350:8123:383:64:87|core:1608:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8160,BOSS_FIGHT,7682.0,450.0,0.0,65,2,1,7917.0,260.0,1598,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:350:8123:383:64:87|core:1598:8005:304:94:128,right-organ,aim:right-organ
8183,BOSS_FIGHT,7797.0,450.0,0.0,65,2,1,7917.0,260.0,1598,2,SPORE_FAN,80,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:350:8123:383:64:87|core:1598:8005:304:94:128,right-organ,aim:right-organ
8269,BOSS_FIGHT,7972.0,450.0,0.0,60,2,1,7917.0,260.0,1556,2,SPORE_FAN,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:200:8123:383:64:87|core:1556:8005:304:94:128,right-organ,damage:aim:right-organ
8270,BOSS_FIGHT,7972.0,450.0,0.0,60,2,1,7917.0,260.0,1556,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:200:8123:383:64:87|core:1556:8005:304:94:128,right-organ,aim:right-organ
8280,BOSS_FIGHT,7972.0,394.0,-10.0,60,2,1,7917.0,260.0,1556,2,READY,0,0,0,0,9,left-organ:0:7917:383:64:87|right-organ:200:8123:383:64:87|core:1556:8005:304:94:128,right-organ,aim:right-organ
8334,BOSS_FIGHT,7972.0,360.0,0.0,55,2,1,7917.0,260.0,1513,2,READY,0,0,0,0,4,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1513:8005:304:94:128,right-organ,damage:aim:right-organ
8340,BOSS_FIGHT,7972.0,360.0,0.0,55,2,1,7917.0,260.0,1503,2,SPORE_FAN,80,0,0,0,4,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1503:8005:304:94:128,right-organ,aim:right-organ
8400,BOSS_FIGHT,7972.0,360.0,0.0,55,2,1,7917.0,260.0,1473,2,SPORE_FAN,23,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1473:8005:304:94:128,right-organ,aim:right-organ
8424,BOSS_FIGHT,7972.0,360.0,0.0,50,2,1,7917.0,260.0,1463,2,SPORE_FAN,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1463:8005:304:94:128,right-organ,damage:aim:right-organ
8425,BOSS_FIGHT,7972.0,360.0,-13.0,50,2,1,7917.0,260.0,1463,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1463:8005:304:94:128,right-organ,aim:right-organ:jump
8486,BOSS_FIGHT,7972.0,360.0,0.0,45,2,1,7917.0,260.0,1443,2,READY,0,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1443:8005:304:94:128,right-organ,damage:aim:right-organ
8493,BOSS_FIGHT,7972.0,360.0,0.0,45,2,1,7917.0,260.0,1423,2,HATCH,95,0,0,0,10,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1423:8005:304:94:128,right-organ,aim:right-organ
8520,BOSS_FIGHT,7972.0,360.0,0.0,45,2,1,7917.0,260.0,1413,2,HATCH,69,0,0,0,8,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1413:8005:304:94:128,right-organ,aim:right-organ
8594,BOSS_FIGHT,7972.0,360.0,0.0,40,2,1,7917.0,260.0,1363,2,HATCH,0,0,0,1,6,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1363:8005:304:94:128,right-organ,damage:aim:right-organ
8595,BOSS_FIGHT,7977.0,360.0,0.0,40,2,1,7917.0,260.0,1363,2,READY,0,0,0,1,6,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1363:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8640,BOSS_FIGHT,7982.0,450.0,0.0,40,2,1,7917.0,260.0,1343,2,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1343:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8656,BOSS_FIGHT,7982.0,450.0,0.0,35,2,1,7917.0,260.0,1343,2,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1343:8005:304:94:128,enemy:LURKER,damage:aim:enemy:LURKER
8661,BOSS_FIGHT,7982.0,450.0,0.0,35,2,1,7917.0,260.0,1343,2,RIGHT_TENDRIL,82,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:150:8123:383:64:87|core:1343:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8760,BOSS_FIGHT,7817.0,450.0,0.0,35,2,1,7917.0,260.0,1326,2,RIGHT_TENDRIL,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:125:8123:383:64:87|core:1326:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8763,BOSS_FIGHT,7817.0,450.0,0.0,35,2,1,7917.0,260.0,1326,2,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:125:8123:383:64:87|core:1326:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
8810,BOSS_FIGHT,7962.0,450.0,0.0,30,2,1,7917.0,260.0,1319,2,READY,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:100:8123:383:64:87|core:1319:8005:304:94:128,right-organ,damage:aim:right-organ
8834,BOSS_FIGHT,7972.0,450.0,0.0,30,2,1,7917.0,260.0,1306,2,SPORE_FAN,80,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:50:8123:383:64:87|core:1306:8005:304:94:128,right-organ,aim:right-organ
8857,BOSS_FIGHT,7972.0,450.0,0.0,30,2,1,7917.0,260.0,1292,2,EXPOSED,0,260,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1292:8005:304:94:128,right-organ,aim:right-organ
8880,BOSS_FIGHT,7882.0,320.8,-2.8,30,2,1,7917.0,260.0,1292,2,EXPOSED,0,242,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1292:8005:304:94:128,core,aim:core
9000,BOSS_FIGHT,7882.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,EXPOSED,0,122,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1292:8005:304:94:128,core,aim:core
9120,BOSS_FIGHT,7882.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,EXPOSED,0,2,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1292:8005:304:94:128,core,aim:core
9122,BOSS_FIGHT,7882.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,REBUILD,0,0,0,0,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1292:8005:304:94:128,core,aim:core
9232,BOSS_FIGHT,7882.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:1292:8005:304:94:128,core,aim:core
9240,BOSS_FIGHT,7842.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,READY,0,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:1292:8005:304:94:128,left-organ,aim:left-organ
9282,BOSS_FIGHT,7782.0,360.0,0.0,30,2,1,7917.0,260.0,1292,2,LEFT_TENDRIL,82,0,0,0,0,left-organ:400:7917:383:64:87|right-organ:400:8123:383:64:87|core:1292:8005:304:94:128,left-organ,aim:left-organ
9360,BOSS_FIGHT,7707.0,450.0,0.0,30,2,1,7917.0,260.0,1271,2,LEFT_TENDRIL,7,0,0,0,0,left-organ:325:7917:383:64:87|right-organ:400:8123:383:64:87|core:1271:8005:304:94:128,left-organ,evade:LEFT_TENDRIL
9386,BOSS_FIGHT,7712.0,450.0,0.0,30,2,1,7917.0,260.0,1264,2,READY,0,0,0,0,0,left-organ:300:7917:383:64:87|right-organ:400:8123:383:64:87|core:1264:8005:304:94:128,left-organ,evade:LEFT_TENDRIL
9454,BOSS_FIGHT,7767.0,450.0,0.0,30,2,1,7917.0,260.0,1236,2,HATCH,95,0,0,0,0,left-organ:200:7917:383:64:87|right-organ:400:8123:383:64:87|core:1236:8005:304:94:128,left-organ,aim:left-organ
9480,BOSS_FIGHT,7767.0,450.0,0.0,30,2,1,7917.0,260.0,1229,2,HATCH,70,0,0,0,0,left-organ:175:7917:383:64:87|right-organ:400:8123:383:64:87|core:1229:8005:304:94:128,left-organ,aim:left-organ
9555,BOSS_FIGHT,7772.0,450.0,0.0,30,2,1,7917.0,260.0,1201,2,READY,0,0,0,2,0,left-organ:75:7917:383:64:87|right-organ:400:8123:383:64:87|core:1201:8005:304:94:128,enemy:LURKER,aim:enemy:LURKER
9563,BOSS_FIGHT,7772.0,450.0,0.0,30,2,1,7917.0,260.0,1194,3,RECONFIGURE,0,0,0,2,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1194:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9600,BOSS_FIGHT,7777.0,450.0,0.0,30,2,1,7917.0,260.0,1138,3,RECONFIGURE,0,0,0,2,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:1138:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9667,BOSS_FIGHT,7877.0,450.0,0.0,30,2,1,7917.0,260.0,914,3,READY,0,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:914:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9719,BOSS_FIGHT,7707.0,411.0,10.4,30,2,1,7917.0,260.0,858,3,SPORE_FAN,80,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:858:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER:melee
9720,BOSS_FIGHT,7702.0,422.0,11.0,30,2,1,7917.0,260.0,858,3,SPORE_FAN,79,0,0,1,0,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:858:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9800,BOSS_FIGHT,7582.0,450.0,0.0,30,2,1,7917.0,260.0,858,3,READY,0,0,0,1,12,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:858:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9840,BOSS_FIGHT,7512.0,450.0,0.0,30,2,1,7917.0,260.0,858,3,READY,0,0,0,1,12,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:858:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9854,BOSS_FIGHT,7512.0,450.0,0.0,30,2,1,7917.0,260.0,858,3,HEART_CRAWL,90,0,0,1,12,left-organ:0:7917:383:64:87|right-organ:0:8123:383:64:87|core:858:8005:344:94:132,enemy:LURKER,aim:enemy:LURKER
9960,BOSS_FIGHT,7327.0,450.0,0.0,30,2,0,7839.0,260.0,502,3,HEART_CRAWL,0,0,0,0,0,left-organ:0:7839:383:64:87|right-organ:0:8045:383:64:87|core:502:7927:344:94:132,core,evade:HEART_CRAWL
9991,BOSS_FIGHT,7372.0,450.0,0.0,30,2,0,7657.0,260.0,446,3,READY,0,0,0,0,0,left-organ:0:7657:383:64:87|right-organ:0:7863:383:64:87|core:446:7745:344:94:132,core,aim:core
10053,BOSS_FIGHT,7612.0,450.0,0.0,30,2,0,7657.0,260.0,166,3,SPORE_FAN,80,0,0,0,0,left-organ:0:7657:383:64:87|right-organ:0:7863:383:64:87|core:166:7745:344:94:132,core,aim:core
10080,BOSS_FIGHT,7612.0,450.0,0.0,30,2,0,7657.0,260.0,110,3,SPORE_FAN,55,0,0,0,0,left-organ:0:7657:383:64:87|right-organ:0:7863:383:64:87|core:110:7745:344:94:132,core,aim:core
10107,BOSS_FIGHT,7612.0,450.0,0.0,30,2,0,7657.0,260.0,0,3,SPORE_FAN,31,0,0,0,0,,core,END:BOSS_DEFEATED
