profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
developed,3,2026091402,REACHED_BOSS,4923,10230.2,10230.2,13,3,1,41,2,3,0,route
