case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_960,960,600,960,600,0,8.924600,0.170300,1.292700,true,6,32,12,120
world2_normal_960,960,600,960,600,1,8.235500,0.103600,1.403100,true,6,32,12,120
world2_normal_960,960,600,960,600,2,9.998400,0.107800,1.484800,true,6,32,12,120
world2_normal_960,960,600,960,600,3,12.207700,0.121400,1.577100,true,6,32,12,120
world2_normal_960,960,600,960,600,4,8.361100,0.101300,1.298400,true,6,32,12,120
world2_normal_960,960,600,960,600,5,8.295200,0.097800,1.268900,true,6,32,12,120
world2_normal_960,960,600,960,600,6,8.874500,0.123300,1.515000,true,6,32,12,120
world2_normal_960,960,600,960,600,7,8.002500,0.100700,1.310400,true,6,32,12,120
world2_normal_960,960,600,960,600,8,7.734700,0.130700,1.373500,true,6,32,12,120
world2_normal_960,960,600,960,600,9,7.429400,0.107300,1.441800,true,6,32,12,120
world2_normal_960,960,600,960,600,10,7.798500,0.217900,1.355000,true,6,32,12,120
world2_normal_960,960,600,960,600,11,8.014300,0.118700,1.433200,true,6,32,12,120
world2_normal_960,960,600,960,600,12,11.390600,0.121100,1.480300,true,6,32,12,120
world2_normal_960,960,600,960,600,13,8.662100,0.109700,1.595400,true,6,32,12,120
world2_normal_960,960,600,960,600,14,8.973100,0.133200,1.396300,true,6,32,12,120
world2_normal_960,960,600,960,600,15,7.683400,0.140200,1.735900,true,6,32,12,120
world2_normal_960,960,600,960,600,16,7.623800,0.122600,1.380700,true,6,32,12,120
world2_normal_960,960,600,960,600,17,7.910400,0.120200,1.313900,true,6,32,12,120
world2_normal_960,960,600,960,600,18,7.672300,0.115200,1.265300,true,6,32,12,120
world2_normal_960,960,600,960,600,19,8.157700,0.151300,1.410600,true,6,32,12,120
world2_normal_960,960,600,960,600,20,7.691000,0.232600,1.291300,true,6,32,12,120
world2_normal_960,960,600,960,600,21,8.137200,0.103600,1.447000,true,6,32,12,120
world2_normal_960,960,600,960,600,22,7.663900,0.174400,1.705100,true,6,32,12,120
world2_normal_960,960,600,960,600,23,8.085100,0.105200,1.322000,true,6,32,12,120
world2_normal_960,960,600,960,600,24,8.477400,0.108700,1.293000,true,6,32,12,120
world2_normal_960,960,600,960,600,25,9.287400,0.123000,1.773500,true,6,32,12,120
world2_normal_960,960,600,960,600,26,7.524300,0.106300,1.384700,true,6,32,12,120
world2_normal_960,960,600,960,600,27,7.875700,0.132500,1.507600,true,6,32,12,120
world2_normal_960,960,600,960,600,28,7.428200,0.129800,1.540000,true,6,32,12,120
world2_normal_960,960,600,960,600,29,9.232800,0.116700,1.447400,true,6,32,12,120
world2_normal_960,960,600,960,600,30,7.585200,0.122400,2.397300,true,6,32,12,120
world2_normal_960,960,600,960,600,31,11.975500,0.126700,1.455500,true,6,32,12,120
world2_normal_960,960,600,960,600,32,9.300000,0.136800,1.295200,true,6,32,12,120
world2_normal_960,960,600,960,600,33,7.916400,0.100500,1.270600,true,6,32,12,120
world2_normal_960,960,600,960,600,34,8.237100,0.109700,1.290100,true,6,32,12,120
world2_normal_960,960,600,960,600,35,8.002400,0.112800,1.447700,true,6,32,12,120
world2_normal_960,960,600,960,600,36,8.517300,0.107700,2.058400,true,6,32,12,120
world2_normal_960,960,600,960,600,37,8.317900,0.104000,1.322700,true,6,32,12,120
world2_normal_960,960,600,960,600,38,11.051800,0.120600,1.578300,true,6,32,12,120
world2_normal_960,960,600,960,600,39,8.311800,0.116900,1.356000,true,6,32,12,120
world2_normal_960,960,600,960,600,40,8.371500,0.105500,1.536600,true,6,32,12,120
world2_normal_960,960,600,960,600,41,9.274500,0.130200,1.359700,true,6,32,12,120
world2_normal_960,960,600,960,600,42,8.288800,0.111400,1.360600,true,6,32,12,120
world2_normal_960,960,600,960,600,43,8.402600,0.129200,2.419800,true,6,32,12,120
world2_normal_960,960,600,960,600,44,7.899000,0.145500,1.506600,true,6,32,12,120
world2_normal_960,960,600,960,600,45,7.773800,0.130700,1.476900,true,6,32,12,120
world2_normal_960,960,600,960,600,46,8.596700,0.128400,2.444600,true,6,32,12,120
world2_normal_960,960,600,960,600,47,7.793800,0.107800,1.262700,true,6,32,12,120
world2_normal_960,960,600,960,600,48,7.740600,0.113300,1.387300,true,6,32,12,120
world2_normal_960,960,600,960,600,49,7.521800,0.105500,1.544800,true,6,32,12,120
world2_normal_960,960,600,960,600,50,7.827500,0.099600,1.415100,true,6,32,12,120
world2_normal_960,960,600,960,600,51,8.020300,0.103900,1.468800,true,6,32,12,120
world2_normal_960,960,600,960,600,52,8.173300,0.121900,1.380000,true,6,32,12,120
world2_normal_960,960,600,960,600,53,7.918400,0.186800,1.347500,true,6,32,12,120
world2_normal_960,960,600,960,600,54,7.509700,0.116700,1.390000,true,6,32,12,120
world2_normal_960,960,600,960,600,55,9.814600,0.099300,1.355700,true,6,32,13,120
world2_normal_960,960,600,960,600,56,7.974000,0.111700,2.527400,true,6,32,12,120
