profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
developed,4,2026091403,REACHED_BOSS,5427,10229.0,10229.0,78,3,2,42,3,4,0,SLAG_SPITTER
