profile,chapter,seed,result,steps,bossHp,bossMaxHp,bossStage,playerHp,lives,bombs,kills,partBreaks,damageEvents,longestDamageStall,reason
developed,5,2026091454,BOSS_DEFEATED,4677,0,6100,3,7,3,0,6,6,6,126,aim:core
