profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
base,5,2026091404,REACHED_BOSS,6178,10227.1,10227.1,100,1,0,36,3,10,0,route
