en-chapter5-boss-arrival-960,BOSS_WARNING,92,false,97,20,ARRIVAL
en-chapter5-boss-arrival-600,BOSS_WARNING,92,false,97,20,ARRIVAL
en-chapter5-boss-ready-960,BOSS_FIGHT,92,false,133,20,READY
en-chapter5-boss-ready-600,BOSS_FIGHT,92,false,134,20,READY
en-chapter5-boss-phase-1-960,BOSS_FIGHT,92,false,159,20,SPORE_FAN
en-chapter5-boss-phase-1-600,BOSS_FIGHT,92,false,160,20,SPORE_FAN
en-chapter5-boss-attack-1-960,BOSS_FIGHT,92,false,241,20,READY
en-chapter5-boss-attack-1-600,BOSS_FIGHT,92,false,242,20,READY
en-chapter5-boss-phase-2-960,BOSS_FIGHT,92,false,754,20,LEFT_TENDRIL
en-chapter5-boss-phase-2-600,BOSS_FIGHT,92,false,755,20,LEFT_TENDRIL
en-chapter5-boss-attack-2-960,BOSS_FIGHT,70,false,838,20,LEFT_TENDRIL
en-chapter5-boss-attack-2-600,BOSS_FIGHT,70,false,839,20,LEFT_TENDRIL
en-chapter5-boss-phase-3-960,BOSS_FIGHT,70,false,981,20,SPORE_FAN
en-chapter5-boss-phase-3-600,BOSS_FIGHT,70,false,982,20,SPORE_FAN
en-chapter5-boss-attack-3-960,BOSS_FIGHT,70,false,1063,20,READY
en-chapter5-boss-attack-3-600,BOSS_FIGHT,70,false,1064,20,READY
en-chapter5-boss-dismantled-960,BOSS_FIGHT,70,false,1065,20,READY
en-chapter5-boss-dismantled-600,BOSS_FIGHT,70,false,1066,20,READY
zh-CN-chapter3-entrance-960,RUNNING,100,false,2,33,NONE
zh-CN-chapter3-entrance-600,RUNNING,100,false,3,33,NONE
zh-CN-chapter3-route-1-960,RUNNING,100,false,8,33,NONE
zh-CN-chapter3-route-1-600,RUNNING,100,false,9,33,NONE
zh-CN-chapter3-route-2-960,RUNNING,100,false,14,33,NONE
zh-CN-chapter3-route-2-600,RUNNING,100,false,15,33,NONE
zh-CN-chapter3-route-3-960,RUNNING,100,false,20,33,NONE
zh-CN-chapter3-route-3-600,RUNNING,100,false,21,33,NONE
zh-CN-chapter3-enemy-squad-960,RUNNING,100,false,58,33,NONE
zh-CN-chapter3-enemy-squad-600,RUNNING,100,false,59,33,NONE
zh-CN-chapter3-enemy-warning-960,RUNNING,100,false,95,33,NONE
zh-CN-chapter3-enemy-warning-600,RUNNING,100,false,96,33,NONE
zh-CN-chapter3-boss-arrival-960,BOSS_WARNING,100,false,97,33,ARRIVAL
zh-CN-chapter3-boss-arrival-600,BOSS_WARNING,100,false,97,33,ARRIVAL
zh-CN-chapter3-boss-ready-960,BOSS_FIGHT,100,false,133,29,READY
zh-CN-chapter3-boss-ready-600,BOSS_FIGHT,100,false,134,29,READY
zh-CN-chapter3-boss-phase-1-960,BOSS_FIGHT,100,false,159,29,LEFT_STAMP
zh-CN-chapter3-boss-phase-1-600,BOSS_FIGHT,100,false,160,29,LEFT_STAMP
zh-CN-chapter3-boss-attack-1-960,BOSS_FIGHT,82,false,233,29,LEFT_STAMP
zh-CN-chapter3-boss-attack-1-600,BOSS_FIGHT,82,false,234,29,LEFT_STAMP
zh-CN-chapter3-boss-phase-2-960,BOSS_FIGHT,82,false,706,29,CROSSBEAM
zh-CN-chapter3-boss-phase-2-600,BOSS_FIGHT,82,false,707,29,CROSSBEAM
zh-CN-chapter3-boss-attack-2-960,BOSS_FIGHT,64,false,786,29,CROSSBEAM
zh-CN-chapter3-boss-attack-2-600,BOSS_FIGHT,64,false,787,29,CROSSBEAM
zh-CN-chapter3-boss-phase-3-960,BOSS_FIGHT,64,false,1259,29,RIGHT_STAMP
zh-CN-chapter3-boss-phase-3-600,BOSS_FIGHT,64,false,1260,29,RIGHT_STAMP
zh-CN-chapter3-boss-attack-3-960,BOSS_FIGHT,46,false,1333,29,RIGHT_STAMP
zh-CN-chapter3-boss-attack-3-600,BOSS_FIGHT,46,false,1334,29,RIGHT_STAMP
zh-CN-chapter3-boss-dismantled-960,BOSS_FIGHT,46,false,1334,29,EXPOSED
zh-CN-chapter3-boss-dismantled-600,BOSS_FIGHT,46,false,1334,29,EXPOSED
zh-CN-chapter4-entrance-960,RUNNING,100,false,2,18,NONE
zh-CN-chapter4-entrance-600,RUNNING,100,false,3,18,NONE
zh-CN-chapter4-route-1-960,RUNNING,100,false,8,18,NONE
zh-CN-chapter4-route-1-600,RUNNING,100,false,9,18,NONE
zh-CN-chapter4-route-2-960,RUNNING,100,false,14,18,NONE
zh-CN-chapter4-route-2-600,RUNNING,100,false,15,18,NONE
zh-CN-chapter4-route-3-960,RUNNING,100,false,20,18,NONE
zh-CN-chapter4-route-3-600,RUNNING,100,false,21,18,NONE
zh-CN-chapter4-enemy-squad-960,RUNNING,100,false,58,18,NONE
zh-CN-chapter4-enemy-squad-600,RUNNING,100,false,59,18,NONE
zh-CN-chapter4-enemy-warning-960,RUNNING,100,false,95,18,NONE
zh-CN-chapter4-enemy-warning-600,RUNNING,100,false,96,18,NONE
zh-CN-chapter4-boss-arrival-960,BOSS_WARNING,100,false,97,18,ARRIVAL
zh-CN-chapter4-boss-arrival-600,BOSS_WARNING,100,false,97,18,ARRIVAL
zh-CN-chapter4-boss-ready-960,BOSS_FIGHT,100,false,133,18,READY
zh-CN-chapter4-boss-ready-600,BOSS_FIGHT,100,false,134,18,READY
