tick,role,input,action,x,y,grounded,crouching,facing,aimX,aimY,phase,shotSequence,hp,muzzleX,muzzleY
54,REPAIR,RUN_LEFT,RUN,725.000,270.000,true,false,-1,-1.00000,0.00000,5.49779,4,100,722.000,270.000
54,SCOUT,RUN_LEFT,RUN,741.250,270.000,true,false,-1,-1.00000,0.00000,4.83020,4,100,738.250,270.000
54,WARDEN,RUN_LEFT,RUN,708.750,270.000,true,false,-1,-1.00000,0.00000,6.16538,4,100,705.750,270.000
54,ENGINEER,RUN_LEFT,RUN,720.000,270.000,true,false,-1,-1.00000,0.00000,3.76991,4,100,717.000,270.000
55,REPAIR,RUN_LEFT,RUN,720.000,270.000,true,false,-1,-1.00000,0.00000,0.00000,4,100,717.000,270.000
55,SCOUT,RUN_LEFT,RUN,735.600,270.000,true,false,-1,-1.00000,0.00000,5.71770,4,100,732.600,270.000
55,WARDEN,RUN_LEFT,RUN,704.400,270.000,true,false,-1,-1.00000,0.00000,0.56549,4,100,701.400,270.000
55,ENGINEER,RUN_LEFT,RUN,715.200,270.000,true,false,-1,-1.00000,0.00000,4.52389,4,100,712.200,270.000
56,REPAIR,RUN_LEFT,RUN,715.000,270.000,true,false,-1,-1.00000,0.00000,0.78540,4,100,712.000,270.000
56,SCOUT,RUN_LEFT,RUN,729.950,270.000,true,false,-1,-1.00000,0.00000,0.32201,4,100,726.950,270.000
56,WARDEN,RUN_LEFT,RUN,700.050,270.000,true,false,-1,-1.00000,0.00000,1.24878,4,100,697.050,270.000
56,ENGINEER,RUN_LEFT,RUN,710.400,270.000,true,false,-1,-1.00000,0.00000,5.27788,4,100,707.400,270.000
57,REPAIR,RUN_LEFT,RUN,710.000,270.000,true,false,-1,-1.00000,0.00000,1.57080,4,100,707.000,270.000
57,SCOUT,RUN_LEFT,RUN,724.300,270.000,true,false,-1,-1.00000,0.00000,1.20951,4,100,721.300,270.000
57,WARDEN,RUN_LEFT,RUN,695.700,270.000,true,false,-1,-1.00000,0.00000,1.93208,4,100,692.700,270.000
57,ENGINEER,RUN_LEFT,RUN,705.600,270.000,true,false,-1,-1.00000,0.00000,6.03186,4,100,702.600,270.000
58,REPAIR,RUN_LEFT,RUN,705.000,270.000,true,false,-1,-1.00000,0.00000,2.35619,4,100,702.000,270.000
58,SCOUT,RUN_LEFT,RUN,718.650,270.000,true,false,-1,-1.00000,0.00000,2.09701,4,100,715.650,270.000
58,WARDEN,RUN_LEFT,RUN,691.350,270.000,true,false,-1,-1.00000,0.00000,2.61538,4,100,688.350,270.000
58,ENGINEER,RUN_LEFT,RUN,700.800,270.000,true,false,-1,-1.00000,0.00000,0.50265,4,100,697.800,270.000
59,REPAIR,RUN_LEFT,RUN,700.000,270.000,true,false,-1,-1.00000,0.00000,3.14159,4,100,697.000,270.000
59,SCOUT,RUN_LEFT,RUN,713.000,270.000,true,false,-1,-1.00000,0.00000,2.98451,4,100,710.000,270.000
59,WARDEN,RUN_LEFT,RUN,687.000,270.000,true,false,-1,-1.00000,0.00000,3.29867,4,100,684.000,270.000
59,ENGINEER,RUN_LEFT,RUN,696.000,270.000,true,false,-1,-1.00000,0.00000,1.25664,4,100,693.000,270.000
60,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,14.64000,4,100,704.000,251.000
60,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,14.64000,4,100,720.000,251.000
60,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,14.64000,4,100,694.000,251.000
60,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,14.64000,4,100,703.000,251.000
61,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,14.88000,4,100,704.000,251.000
61,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,14.88000,4,100,720.000,251.000
61,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,14.88000,4,100,694.000,251.000
61,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,14.88000,4,100,703.000,251.000
62,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,15.12000,4,100,704.000,251.000
62,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,15.12000,4,100,720.000,251.000
62,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,15.12000,4,100,694.000,251.000
62,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,15.12000,4,100,703.000,251.000
63,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,15.36000,4,100,704.000,251.000
63,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,15.36000,4,100,720.000,251.000
63,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,15.36000,4,100,694.000,251.000
63,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,15.36000,4,100,703.000,251.000
64,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,15.60000,4,100,704.000,251.000
64,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,15.60000,4,100,720.000,251.000
64,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,15.60000,4,100,694.000,251.000
64,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,15.60000,4,100,703.000,251.000
65,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,15.84000,4,100,704.000,251.000
65,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,15.84000,4,100,720.000,251.000
65,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,15.84000,4,100,694.000,251.000
65,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,15.84000,4,100,703.000,251.000
66,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,16.08000,4,100,704.000,251.000
66,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,16.08000,4,100,720.000,251.000
66,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,16.08000,4,100,694.000,251.000
66,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,16.08000,4,100,703.000,251.000
67,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,16.32000,4,100,704.000,251.000
67,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,16.32000,4,100,720.000,251.000
67,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,16.32000,4,100,694.000,251.000
67,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,16.32000,4,100,703.000,251.000
68,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,16.56000,4,100,704.000,251.000
68,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,16.56000,4,100,720.000,251.000
68,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,16.56000,4,100,694.000,251.000
68,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,16.56000,4,100,703.000,251.000
69,REPAIR,AIM_UP,IDLE,700.000,270.000,true,false,-1,0.00000,-1.00000,16.80000,4,100,704.000,251.000
69,SCOUT,AIM_UP,IDLE,713.000,270.000,true,false,-1,0.00000,-1.00000,16.80000,4,100,720.000,251.000
69,WARDEN,AIM_UP,IDLE,687.000,270.000,true,false,-1,0.00000,-1.00000,16.80000,4,100,694.000,251.000
69,ENGINEER,AIM_UP,IDLE,696.000,270.000,true,false,-1,0.00000,-1.00000,16.80000,4,100,703.000,251.000
70,REPAIR,AIR_AIM_0,RISE,700.000,270.000,false,false,1,1.00000,0.00000,17.04000,4,100,733.000,270.000
70,SCOUT,AIR_AIM_0,RISE,713.000,270.000,false,false,1,1.00000,0.00000,17.04000,4,100,746.000,270.000
70,WARDEN,AIR_AIM_0,RISE,687.000,270.000,false,false,1,1.00000,0.00000,17.04000,4,100,720.000,270.000
70,ENGINEER,AIR_AIM_0,RISE,696.000,270.000,false,false,1,1.00000,0.00000,17.04000,4,100,729.000,270.000
71,REPAIR,AIR_AIM_0,RISE,700.000,257.600,false,false,1,1.00000,0.00000,17.28000,4,100,733.000,257.600
71,SCOUT,AIR_AIM_0,RISE,713.000,257.600,false,false,1,1.00000,0.00000,17.28000,4,100,746.000,257.600
71,WARDEN,AIR_AIM_0,RISE,687.000,257.600,false,false,1,1.00000,0.00000,17.28000,4,100,720.000,257.600
71,ENGINEER,AIR_AIM_0,RISE,696.000,257.600,false,false,1,1.00000,0.00000,17.28000,4,100,729.000,257.600
72,REPAIR,AIR_AIM_0,RISE,700.000,245.800,false,false,1,1.00000,0.00000,17.52000,5,100,733.000,245.800
72,SCOUT,AIR_AIM_0,RISE,713.000,245.800,false,false,1,1.00000,0.00000,17.52000,5,100,746.000,245.800
72,WARDEN,AIR_AIM_0,RISE,687.000,245.800,false,false,1,1.00000,0.00000,17.52000,5,100,720.000,245.800
72,ENGINEER,AIR_AIM_0,RISE,696.000,245.800,false,false,1,1.00000,0.00000,17.52000,5,100,729.000,245.800
73,REPAIR,AIR_AIM_0,RISE,700.000,234.600,false,false,1,1.00000,0.00000,17.76000,5,100,733.000,234.600
73,SCOUT,AIR_AIM_0,RISE,713.000,234.600,false,false,1,1.00000,0.00000,17.76000,5,100,746.000,234.600
73,WARDEN,AIR_AIM_0,RISE,687.000,234.600,false,false,1,1.00000,0.00000,17.76000,5,100,720.000,234.600
73,ENGINEER,AIR_AIM_0,RISE,696.000,234.600,false,false,1,1.00000,0.00000,17.76000,5,100,729.000,234.600
74,REPAIR,AIR_AIM_0,RISE,700.000,224.000,false,false,1,1.00000,0.00000,18.00000,5,100,733.000,224.000
74,SCOUT,AIR_AIM_0,RISE,713.000,224.000,false,false,1,1.00000,0.00000,18.00000,5,100,746.000,224.000
74,WARDEN,AIR_AIM_0,RISE,687.000,224.000,false,false,1,1.00000,0.00000,18.00000,5,100,720.000,224.000
74,ENGINEER,AIR_AIM_0,RISE,696.000,224.000,false,false,1,1.00000,0.00000,18.00000,5,100,729.000,224.000
75,REPAIR,AIR_AIM_0,RISE,700.000,214.000,false,false,1,1.00000,0.00000,18.24000,5,100,733.000,214.000
75,SCOUT,AIR_AIM_0,RISE,713.000,214.000,false,false,1,1.00000,0.00000,18.24000,5,100,746.000,214.000
75,WARDEN,AIR_AIM_0,RISE,687.000,214.000,false,false,1,1.00000,0.00000,18.24000,5,100,720.000,214.000
75,ENGINEER,AIR_AIM_0,RISE,696.000,214.000,false,false,1,1.00000,0.00000,18.24000,5,100,729.000,214.000
76,REPAIR,AIR_AIM_1,RISE,700.000,204.600,false,false,1,0.70711,-0.70711,18.48000,5,100,733.000,191.165
76,SCOUT,AIR_AIM_1,RISE,713.000,204.600,false,false,1,0.70711,-0.70711,18.48000,5,100,746.000,191.165
76,WARDEN,AIR_AIM_1,RISE,687.000,204.600,false,false,1,0.70711,-0.70711,18.48000,5,100,720.000,191.165
76,ENGINEER,AIR_AIM_1,RISE,696.000,204.600,false,false,1,0.70711,-0.70711,18.48000,5,100,729.000,191.165
77,REPAIR,AIR_AIM_1,RISE,700.000,195.800,false,false,1,0.70711,-0.70711,18.72000,5,100,733.000,182.365
77,SCOUT,AIR_AIM_1,RISE,713.000,195.800,false,false,1,0.70711,-0.70711,18.72000,5,100,746.000,182.365
77,WARDEN,AIR_AIM_1,RISE,687.000,195.800,false,false,1,0.70711,-0.70711,18.72000,5,100,720.000,182.365
77,ENGINEER,AIR_AIM_1,RISE,696.000,195.800,false,false,1,0.70711,-0.70711,18.72000,5,100,729.000,182.365
78,REPAIR,AIR_AIM_1,RISE,700.000,187.600,false,false,1,0.70711,-0.70711,18.96000,5,100,733.000,174.165
78,SCOUT,AIR_AIM_1,RISE,713.000,187.600,false,false,1,0.70711,-0.70711,18.96000,5,100,746.000,174.165
78,WARDEN,AIR_AIM_1,RISE,687.000,187.600,false,false,1,0.70711,-0.70711,18.96000,5,100,720.000,174.165
78,ENGINEER,AIR_AIM_1,RISE,696.000,187.600,false,false,1,0.70711,-0.70711,18.96000,5,100,729.000,174.165
79,REPAIR,AIR_AIM_1,RISE,700.000,180.000,false,false,1,0.70711,-0.70711,19.20000,5,100,733.000,166.565
79,SCOUT,AIR_AIM_1,RISE,713.000,180.000,false,false,1,0.70711,-0.70711,19.20000,5,100,746.000,166.565
79,WARDEN,AIR_AIM_1,RISE,687.000,180.000,false,false,1,0.70711,-0.70711,19.20000,5,100,720.000,166.565
79,ENGINEER,AIR_AIM_1,RISE,696.000,180.000,false,false,1,0.70711,-0.70711,19.20000,5,100,729.000,166.565
80,REPAIR,AIR_AIM_1,RISE,700.000,173.000,false,false,1,0.70711,-0.70711,19.44000,5,100,733.000,159.565
80,SCOUT,AIR_AIM_1,RISE,713.000,173.000,false,false,1,0.70711,-0.70711,19.44000,5,100,746.000,159.565
80,WARDEN,AIR_AIM_1,RISE,687.000,173.000,false,false,1,0.70711,-0.70711,19.44000,5,100,720.000,159.565
80,ENGINEER,AIR_AIM_1,RISE,696.000,173.000,false,false,1,0.70711,-0.70711,19.44000,5,100,729.000,159.565
81,REPAIR,AIR_AIM_1,RISE,700.000,166.600,false,false,1,0.70711,-0.70711,19.68000,5,100,733.000,153.165
81,SCOUT,AIR_AIM_1,RISE,713.000,166.600,false,false,1,0.70711,-0.70711,19.68000,5,100,746.000,153.165
81,WARDEN,AIR_AIM_1,RISE,687.000,166.600,false,false,1,0.70711,-0.70711,19.68000,5,100,720.000,153.165
81,ENGINEER,AIR_AIM_1,RISE,696.000,166.600,false,false,1,0.70711,-0.70711,19.68000,5,100,729.000,153.165
82,REPAIR,AIR_AIM_2,RISE,700.000,160.800,false,false,1,0.00000,-1.00000,19.92000,5,100,726.000,141.800
82,SCOUT,AIR_AIM_2,RISE,713.000,160.800,false,false,1,0.00000,-1.00000,19.92000,5,100,736.000,141.800
82,WARDEN,AIR_AIM_2,RISE,687.000,160.800,false,false,1,0.00000,-1.00000,19.92000,5,100,710.000,141.800
82,ENGINEER,AIR_AIM_2,RISE,696.000,160.800,false,false,1,0.00000,-1.00000,19.92000,5,100,719.000,141.800
83,REPAIR,AIR_AIM_2,RISE,700.000,155.600,false,false,1,0.00000,-1.00000,20.16000,5,100,726.000,136.600
83,SCOUT,AIR_AIM_2,RISE,713.000,155.600,false,false,1,0.00000,-1.00000,20.16000,5,100,736.000,136.600
83,WARDEN,AIR_AIM_2,RISE,687.000,155.600,false,false,1,0.00000,-1.00000,20.16000,5,100,710.000,136.600
83,ENGINEER,AIR_AIM_2,RISE,696.000,155.600,false,false,1,0.00000,-1.00000,20.16000,5,100,719.000,136.600
84,REPAIR,AIR_AIM_2,RISE,700.000,151.000,false,false,1,0.00000,-1.00000,20.40000,5,100,726.000,132.000
84,SCOUT,AIR_AIM_2,RISE,713.000,151.000,false,false,1,0.00000,-1.00000,20.40000,5,100,736.000,132.000
84,WARDEN,AIR_AIM_2,RISE,687.000,151.000,false,false,1,0.00000,-1.00000,20.40000,5,100,710.000,132.000
84,ENGINEER,AIR_AIM_2,RISE,696.000,151.000,false,false,1,0.00000,-1.00000,20.40000,5,100,719.000,132.000
85,REPAIR,AIR_AIM_2,RISE,700.000,147.000,false,false,1,0.00000,-1.00000,20.64000,5,100,726.000,128.000
85,SCOUT,AIR_AIM_2,RISE,713.000,147.000,false,false,1,0.00000,-1.00000,20.64000,5,100,736.000,128.000
85,WARDEN,AIR_AIM_2,RISE,687.000,147.000,false,false,1,0.00000,-1.00000,20.64000,5,100,710.000,128.000
85,ENGINEER,AIR_AIM_2,RISE,696.000,147.000,false,false,1,0.00000,-1.00000,20.64000,5,100,719.000,128.000
86,REPAIR,AIR_AIM_2,RISE,700.000,143.600,false,false,1,0.00000,-1.00000,20.88000,5,100,726.000,124.600
86,SCOUT,AIR_AIM_2,RISE,713.000,143.600,false,false,1,0.00000,-1.00000,20.88000,5,100,736.000,124.600
86,WARDEN,AIR_AIM_2,RISE,687.000,143.600,false,false,1,0.00000,-1.00000,20.88000,5,100,710.000,124.600
86,ENGINEER,AIR_AIM_2,RISE,696.000,143.600,false,false,1,0.00000,-1.00000,20.88000,5,100,719.000,124.600
87,REPAIR,AIR_AIM_2,RISE,700.000,140.800,false,false,1,0.00000,-1.00000,21.12000,5,100,726.000,121.800
87,SCOUT,AIR_AIM_2,RISE,713.000,140.800,false,false,1,0.00000,-1.00000,21.12000,5,100,736.000,121.800
87,WARDEN,AIR_AIM_2,RISE,687.000,140.800,false,false,1,0.00000,-1.00000,21.12000,5,100,710.000,121.800
87,ENGINEER,AIR_AIM_2,RISE,696.000,140.800,false,false,1,0.00000,-1.00000,21.12000,5,100,719.000,121.800
88,REPAIR,AIR_AIM_3,RISE,700.000,138.600,false,false,-1,-0.70711,-0.70711,21.36000,5,100,697.000,125.165
88,SCOUT,AIR_AIM_3,RISE,713.000,138.600,false,false,-1,-0.70711,-0.70711,21.36000,5,100,710.000,125.165
88,WARDEN,AIR_AIM_3,RISE,687.000,138.600,false,false,-1,-0.70711,-0.70711,21.36000,5,100,684.000,125.165
88,ENGINEER,AIR_AIM_3,RISE,696.000,138.600,false,false,-1,-0.70711,-0.70711,21.36000,5,100,693.000,125.165
89,REPAIR,AIR_AIM_3,RISE,700.000,137.000,false,false,-1,-0.70711,-0.70711,21.60000,5,100,697.000,123.565
89,SCOUT,AIR_AIM_3,RISE,713.000,137.000,false,false,-1,-0.70711,-0.70711,21.60000,5,100,710.000,123.565
89,WARDEN,AIR_AIM_3,RISE,687.000,137.000,false,false,-1,-0.70711,-0.70711,21.60000,5,100,684.000,123.565
89,ENGINEER,AIR_AIM_3,RISE,696.000,137.000,false,false,-1,-0.70711,-0.70711,21.60000,5,100,693.000,123.565
90,REPAIR,AIR_AIM_3,RISE,700.000,136.000,false,false,-1,-0.70711,-0.70711,21.84000,6,100,697.000,122.565
90,SCOUT,AIR_AIM_3,RISE,713.000,136.000,false,false,-1,-0.70711,-0.70711,21.84000,6,100,710.000,122.565
90,WARDEN,AIR_AIM_3,RISE,687.000,136.000,false,false,-1,-0.70711,-0.70711,21.84000,6,100,684.000,122.565
90,ENGINEER,AIR_AIM_3,RISE,696.000,136.000,false,false,-1,-0.70711,-0.70711,21.84000,6,100,693.000,122.565
91,REPAIR,AIR_AIM_3,RISE,700.000,135.600,false,false,-1,-0.70711,-0.70711,22.08000,6,100,697.000,122.165
91,SCOUT,AIR_AIM_3,RISE,713.000,135.600,false,false,-1,-0.70711,-0.70711,22.08000,6,100,710.000,122.165
91,WARDEN,AIR_AIM_3,RISE,687.000,135.600,false,false,-1,-0.70711,-0.70711,22.08000,6,100,684.000,122.165
91,ENGINEER,AIR_AIM_3,RISE,696.000,135.600,false,false,-1,-0.70711,-0.70711,22.08000,6,100,693.000,122.165
92,REPAIR,AIR_AIM_3,FALL,700.000,135.800,false,false,-1,-0.70711,-0.70711,22.32000,6,100,697.000,122.365
92,SCOUT,AIR_AIM_3,FALL,713.000,135.800,false,false,-1,-0.70711,-0.70711,22.32000,6,100,710.000,122.365
92,WARDEN,AIR_AIM_3,FALL,687.000,135.800,false,false,-1,-0.70711,-0.70711,22.32000,6,100,684.000,122.365
92,ENGINEER,AIR_AIM_3,FALL,696.000,135.800,false,false,-1,-0.70711,-0.70711,22.32000,6,100,693.000,122.365
93,REPAIR,AIR_AIM_3,FALL,700.000,136.600,false,false,-1,-0.70711,-0.70711,22.56000,6,100,697.000,123.165
93,SCOUT,AIR_AIM_3,FALL,713.000,136.600,false,false,-1,-0.70711,-0.70711,22.56000,6,100,710.000,123.165
93,WARDEN,AIR_AIM_3,FALL,687.000,136.600,false,false,-1,-0.70711,-0.70711,22.56000,6,100,684.000,123.165
93,ENGINEER,AIR_AIM_3,FALL,696.000,136.600,false,false,-1,-0.70711,-0.70711,22.56000,6,100,693.000,123.165
94,REPAIR,AIR_AIM_4,RISE,700.000,138.000,false,false,-1,-1.00000,0.00000,22.80000,6,100,697.000,138.000
94,SCOUT,AIR_AIM_4,RISE,713.000,138.000,false,false,-1,-1.00000,0.00000,22.80000,6,100,710.000,138.000
94,WARDEN,AIR_AIM_4,RISE,687.000,138.000,false,false,-1,-1.00000,0.00000,22.80000,6,100,684.000,138.000
94,ENGINEER,AIR_AIM_4,RISE,696.000,138.000,false,false,-1,-1.00000,0.00000,22.80000,6,100,693.000,138.000
95,REPAIR,AIR_AIM_4,RISE,700.000,125.600,false,false,-1,-1.00000,0.00000,23.04000,6,100,697.000,125.600
95,SCOUT,AIR_AIM_4,RISE,713.000,125.600,false,false,-1,-1.00000,0.00000,23.04000,6,100,710.000,125.600
95,WARDEN,AIR_AIM_4,RISE,687.000,125.600,false,false,-1,-1.00000,0.00000,23.04000,6,100,684.000,125.600
95,ENGINEER,AIR_AIM_4,RISE,696.000,125.600,false,false,-1,-1.00000,0.00000,23.04000,6,100,693.000,125.600
96,REPAIR,AIR_AIM_4,RISE,700.000,113.800,false,false,-1,-1.00000,0.00000,23.28000,6,100,697.000,113.800
96,SCOUT,AIR_AIM_4,RISE,713.000,113.800,false,false,-1,-1.00000,0.00000,23.28000,6,100,710.000,113.800
96,WARDEN,AIR_AIM_4,RISE,687.000,113.800,false,false,-1,-1.00000,0.00000,23.28000,6,100,684.000,113.800
96,ENGINEER,AIR_AIM_4,RISE,696.000,113.800,false,false,-1,-1.00000,0.00000,23.28000,6,100,693.000,113.800
97,REPAIR,AIR_AIM_4,RISE,700.000,102.600,false,false,-1,-1.00000,0.00000,23.52000,6,100,697.000,102.600
97,SCOUT,AIR_AIM_4,RISE,713.000,102.600,false,false,-1,-1.00000,0.00000,23.52000,6,100,710.000,102.600
97,WARDEN,AIR_AIM_4,RISE,687.000,102.600,false,false,-1,-1.00000,0.00000,23.52000,6,100,684.000,102.600
97,ENGINEER,AIR_AIM_4,RISE,696.000,102.600,false,false,-1,-1.00000,0.00000,23.52000,6,100,693.000,102.600
98,REPAIR,AIR_AIM_4,RISE,700.000,92.000,false,false,-1,-1.00000,0.00000,23.76000,6,100,697.000,92.000
98,SCOUT,AIR_AIM_4,RISE,713.000,92.000,false,false,-1,-1.00000,0.00000,23.76000,6,100,710.000,92.000
98,WARDEN,AIR_AIM_4,RISE,687.000,92.000,false,false,-1,-1.00000,0.00000,23.76000,6,100,684.000,92.000
98,ENGINEER,AIR_AIM_4,RISE,696.000,92.000,false,false,-1,-1.00000,0.00000,23.76000,6,100,693.000,92.000
99,REPAIR,AIR_AIM_4,RISE,700.000,82.000,false,false,-1,-1.00000,0.00000,24.00000,6,100,697.000,82.000
99,SCOUT,AIR_AIM_4,RISE,713.000,82.000,false,false,-1,-1.00000,0.00000,24.00000,6,100,710.000,82.000
99,WARDEN,AIR_AIM_4,RISE,687.000,82.000,false,false,-1,-1.00000,0.00000,24.00000,6,100,684.000,82.000
99,ENGINEER,AIR_AIM_4,RISE,696.000,82.000,false,false,-1,-1.00000,0.00000,24.00000,6,100,693.000,82.000
100,REPAIR,AIR_AIM_5,RISE,700.000,72.600,false,false,-1,-0.70711,0.70711,24.24000,6,100,697.000,86.742
100,SCOUT,AIR_AIM_5,RISE,713.000,72.600,false,false,-1,-0.70711,0.70711,24.24000,6,100,710.000,86.742
100,WARDEN,AIR_AIM_5,RISE,687.000,72.600,false,false,-1,-0.70711,0.70711,24.24000,6,100,684.000,86.742
100,ENGINEER,AIR_AIM_5,RISE,696.000,72.600,false,false,-1,-0.70711,0.70711,24.24000,6,100,693.000,86.742
101,REPAIR,AIR_AIM_5,RISE,700.000,63.800,false,false,-1,-0.70711,0.70711,24.48000,6,100,697.000,77.942
101,SCOUT,AIR_AIM_5,RISE,713.000,63.800,false,false,-1,-0.70711,0.70711,24.48000,6,100,710.000,77.942
101,WARDEN,AIR_AIM_5,RISE,687.000,63.800,false,false,-1,-0.70711,0.70711,24.48000,6,100,684.000,77.942
101,ENGINEER,AIR_AIM_5,RISE,696.000,63.800,false,false,-1,-0.70711,0.70711,24.48000,6,100,693.000,77.942
102,REPAIR,AIR_AIM_5,RISE,700.000,55.600,false,false,-1,-0.70711,0.70711,24.72000,6,100,697.000,69.742
102,SCOUT,AIR_AIM_5,RISE,713.000,55.600,false,false,-1,-0.70711,0.70711,24.72000,6,100,710.000,69.742
102,WARDEN,AIR_AIM_5,RISE,687.000,55.600,false,false,-1,-0.70711,0.70711,24.72000,6,100,684.000,69.742
102,ENGINEER,AIR_AIM_5,RISE,696.000,55.600,false,false,-1,-0.70711,0.70711,24.72000,6,100,693.000,69.742
103,REPAIR,AIR_AIM_5,RISE,700.000,48.000,false,false,-1,-0.70711,0.70711,24.96000,6,100,697.000,62.142
103,SCOUT,AIR_AIM_5,RISE,713.000,48.000,false,false,-1,-0.70711,0.70711,24.96000,6,100,710.000,62.142
103,WARDEN,AIR_AIM_5,RISE,687.000,48.000,false,false,-1,-0.70711,0.70711,24.96000,6,100,684.000,62.142
103,ENGINEER,AIR_AIM_5,RISE,696.000,48.000,false,false,-1,-0.70711,0.70711,24.96000,6,100,693.000,62.142
104,REPAIR,AIR_AIM_5,RISE,700.000,41.000,false,false,-1,-0.70711,0.70711,25.20000,6,100,697.000,55.142
104,SCOUT,AIR_AIM_5,RISE,713.000,41.000,false,false,-1,-0.70711,0.70711,25.20000,6,100,710.000,55.142
104,WARDEN,AIR_AIM_5,RISE,687.000,41.000,false,false,-1,-0.70711,0.70711,25.20000,6,100,684.000,55.142
104,ENGINEER,AIR_AIM_5,RISE,696.000,41.000,false,false,-1,-0.70711,0.70711,25.20000,6,100,693.000,55.142
105,REPAIR,AIR_AIM_5,RISE,700.000,34.600,false,false,-1,-0.70711,0.70711,25.44000,6,100,697.000,48.742
105,SCOUT,AIR_AIM_5,RISE,713.000,34.600,false,false,-1,-0.70711,0.70711,25.44000,6,100,710.000,48.742
105,WARDEN,AIR_AIM_5,RISE,687.000,34.600,false,false,-1,-0.70711,0.70711,25.44000,6,100,684.000,48.742
105,ENGINEER,AIR_AIM_5,RISE,696.000,34.600,false,false,-1,-0.70711,0.70711,25.44000,6,100,693.000,48.742
106,REPAIR,AIR_AIM_6,RISE,700.000,28.800,false,false,-1,0.00000,1.00000,25.68000,6,100,703.000,48.800
106,SCOUT,AIR_AIM_6,RISE,713.000,28.800,false,false,-1,0.00000,1.00000,25.68000,6,100,716.000,48.800
106,WARDEN,AIR_AIM_6,RISE,687.000,28.800,false,false,-1,0.00000,1.00000,25.68000,6,100,690.000,48.800
106,ENGINEER,AIR_AIM_6,RISE,696.000,28.800,false,false,-1,0.00000,1.00000,25.68000,6,100,699.000,48.800
107,REPAIR,AIR_AIM_6,RISE,700.000,23.600,false,false,-1,0.00000,1.00000,25.92000,6,100,703.000,43.600
107,SCOUT,AIR_AIM_6,RISE,713.000,23.600,false,false,-1,0.00000,1.00000,25.92000,6,100,716.000,43.600
107,WARDEN,AIR_AIM_6,RISE,687.000,23.600,false,false,-1,0.00000,1.00000,25.92000,6,100,690.000,43.600
107,ENGINEER,AIR_AIM_6,RISE,696.000,23.600,false,false,-1,0.00000,1.00000,25.92000,6,100,699.000,43.600
