profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
base,5,2026091404,REACHED_BOSS,6279,10226.2,10226.2,22,2,1,40,3,7,0,MIRROR
