profile,chapter,seed,result,steps,bossHp,bossMaxHp,bossStage,playerHp,lives,bombs,kills,partBreaks,damageEvents,longestDamageStall,reason
base,4,2026091453,BOSS_DEFEATED,4196,0,4900,3,64,2,3,0,1,8,504,evade:MAGMA_MORTAR
