profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
developed,5,2026091404,REACHED_BOSS,5329,10223.9,10223.9,10,3,1,43,3,7,0,route
