profile,chapter,seed,result,steps,maxX,endX,hp,lives,bombs,kills,upgrades,brokenProps,hostiles,reason
base,3,2026091402,REACHED_BOSS,6732,10223.7,10223.7,32,2,0,40,2,2,0,route
